Institution,Specimen,Suborder,Family,Species,Collector,Specimen.type,Tooth,Position,Killing.technique,Diet,Scan,Outlier,Sharpness.pair,Notes,Anterior,Posterior,Lingual,Labial,Sagittal.Tip,Lateral.Tip,Tip.Av,Midline.length,log.Midline.length,Csize,Base.area,sqrt.Base.area,Lateral.width,Body.mass
NMNH,NMNH181596,Feliform,Felidae,Acinonyx.jubatus,Tahlia,Cast,Upper,Right,Nape.throat,Meat.bone,Laser.design,Y,N,,19.16,14.15,14.582,17.896,16.111,14.338,15.224,18.347,1.263565061,37.9298753,69.535,8.338764897,8.02,50000
NMNH,NMNH182698,Feliform,Felidae,Acinonyx.jubatus,Tahlia,Cast,Upper,Right,Nape.throat,Meat.bone,Laser.design,Y,N,,20.066,11.51,13.81,19.02,14.61,14.208,14.409,17.631,1.246276945,35.42238471,52.5139192,7.246648825,7.42,50000
Smithsonian,NMNH258835,Caniform,Ursidae,Ailuropoda.melanoleuca,Tahlia,Cast,Upper,Left,Rarely,Plant,Laser.design,Y,N,,21.24,13.129,14.859,21.808,16.274,14.895,15.585,18.668,1.271097792,42.45596282,123.198962,11.09950278,10.71,108400
Smithsonian,NMNH259400,Caniform,Ursidae,Ailuropoda.melanoleuca,Tahlia,Cast,Lower,Right,Rarely,Plant,Laser.design,Y,Y,,19.839,14.383,14.478,20.889,15.878,15.613,15.746,12.395,1.093246531,31.25255673,77.6272095,8.810630483,8.31,108400
Smithsonian,NMNH259400,Caniform,Ursidae,Ailuropoda.melanoleuca,Tahlia,Cast,Upper,Left,Rarely,Plant,Laser.design,Y,Y,,21.077,13.496,15.222,21.54,16.976,14.912,15.944,15.706,1.196065593,36.98999347,95.3457461,9.764514637,9.23,108400
AMNH,AMNH119474,Caniform,Ailuridae,Ailurus.fulgens,Tahlia,Cast,Lower,Right,Rarely,Plant,Laser.design,Y,Y,,19.564,16.169,18.198,17.55,14.519,14.747,14.633,7.482,0.874017704,15.98684077,14.6856955,3.832191997,3.96,4900
AMNH,AMNH119474,Caniform,Ailuridae,Ailurus.fulgens,Tahlia,Cast,Upper,Right,Rarely,Plant,Laser.design,Y,Y,,22.866,16.13,15.534,18.112,15.027,15.193,15.11,7.829,0.893706293,16.14861482,12.2660262,3.502288709,3.43,4900
AMNH,AMNH164121,Caniform,Ailuridae,Ailurus.fulgens,Tahlia,Cast,Upper,Left,Rarely,Plant,Laser.design,Y,N,,22.579,15.443,13.827,13.875,16.487,15.043,15.765,7.154,0.854548936,15.17489746,11.3039759,3.36213859,3.08,4900
AMNH,AMNH119939,Feliform,Herpestidae,Atilax.paludinosus,Tahlia,Cast,Lower,Left,Head.bite,Invert.aquatic,Laser.design,Y,Y,Bit.worn.tip,19.164,14.919,17.497,21.336,16.446,17.276,16.861,8.628,0.935910136,18.89039858,21.1722826,4.601334872,4.45,3300
AMNH,AMNH119939,Feliform,Herpestidae,Atilax.paludinosus,Tahlia,Cast,Upper,Right,Head.bite,Invert.aquatic,Laser.design,Y,Y,,12.9,13.358,19.782,19.45,14.424,15.334,14.879,10.417,1.017742664,21.07060683,19.6261305,4.43013888,4.5,3300
AMNH,AMNH83226,Feliform,Herpestidae,Bdeogale.jacksoni,Tahlia,Cast,Lower,Left,Invert.feeder,Invert.terrestrial,Laser.design,Y,Y,,14.283,14.309,22.057,21.425,14.571,14.017,14.294,7.312,0.864036183,15.39568529,11.3297143,3.365964097,3.05,2500
AMNH,AMNH83226,Feliform,Herpestidae,Bdeogale.jacksoni,Tahlia,Cast,Upper,Left,Invert.feeder,Invert.terrestrial,Laser.design,Y,Y,Not.sure.if.left.or.right,14.893,12.119,23.987,22.975,15.479,13.236,14.358,9.043,0.956312531,17.64094879,10.1808326,3.190741701,2.81,2500
AM,AM42917,Caniform,Canidae,Canis.aureus,Tahlia,Cast,Lower,Left,Shake.tear,Meat,Laser.design,Y,Y,,22.79,14.058,15.44,20.014,15.5,16.154,15.82685723,10.182,1.007833093,20.48698164,17.668634,4.203407427,4.04,10345.2
AM,AM42917,Caniform,Canidae,Canis.aureus,Tahlia,Cast,Upper,Right,Shake.tear,Meat,Laser.design,Y,Y,,19.748,13.026,15.73,22.785,14.406,15.193,14.799,14.222,1.152960674,30.08960646,20.868875,4.568246381,4.17,10345.2
AM,AM19027,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Lower,Left,Shake.tear,Meat.bone,Laser.design,Y,Y,,21.232,16.504,15.402,22.41,16.735,15.676,16.205,11.043,1.043087072,23.40945769,27.5891244,5.252535045,5.2,16800
AM,AM19027,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Upper,Left,Shake.tear,Meat.bone,Laser.design,Y,Y,,19.784,14.231,16.344,22.711,15.528,14.246,14.887,15.19,1.181557774,30.08960646,33.1395513,5.756696214,5.55,16800
AM,AM24156,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Lower,Right,Shake.tear,Meat.bone,Laser.design,Y,N,,20.042,16.391,15.473,22.005,15.826,15.363,15.59465833,13.529,1.131265697,28.01127453,36.8013358,6.066410454,5.96,16800
AM,AM24157,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Lower,Left,Shake.tear,Meat.bone,Laser.design,Y,Y,,20.89,16.235,15.867,21.274,15.692,15.357,15.524,11.088,1.044853217,23.56347308,28.3226323,5.321901192,5.43,16800
AM,AM24157,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Upper,Right,Shake.tear,Meat.bone,Laser.design,Y,Y,,19.709,14.714,17.282,22.029,15.909,14.368,15.138,13.574,1.132707845,27.38855664,29.2092722,5.404560315,5.13,16800
AM,AM5389,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Lower,Left,Shake.tear,Meat.bone,Laser.design,N,N,,22.021,18.937,19.806,20.498,17.035,16.431,16.733,13.616,1.134049543,0,0,0,0,16800
AM,AM5389,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Upper,Left,Shake.tear,Meat.bone,Laser.design,Y,N,,20.513,15.115,16.868,22.013,17.15,16.276,16.713,15.805,1.1987945,31.75239005,37.3169107,6.108756887,5.58,16800
MV,DTC505,Caniform,Canidae,Canis.dingo,Tahlia,Natural,Lower,Left,Shake.tear,Meat.bone,Laser.design,N,N,,20.71,20.053,17.459,21.757,16.541,16.351,16.44591952,15.359,1.18636294,0,0,0,0,16800
MV,DTC505,Caniform,Canidae,Canis.dingo,Tahlia,Natural,Upper,Left,Shake.tear,Meat.bone,Laser.design,Y,N,,20.56,15.874,16.928,21.772,17.035,16.465,16.75,16.674,1.222039797,32.76345789,37.1191922,6.092552191,5.72,16800
MV,NMVC22588,Caniform,Canidae,Canis.dingo,Tahlia,Natural,Lower,Right,Shake.tear,Meat.bone,Laser.design,N,N,,21.065,19.357,16.705,21.072,15.372,15.288,15.33033968,11.799,1.071845201,0,0,0,0,16800
MV,NMVC22588,Caniform,Canidae,Canis.dingo,Tahlia,Natural,Upper,Right,Shake.tear,Meat.bone,Laser.design,Y,N,,19.62,13.822,16.376,23.119,14.9,14.523,14.711,13.148,1.118859695,26.56850014,27.1108546,5.206808485,4.84,16800
AM,AM7989,Caniform,Canidae,Canis.dingo,Tahlia,Cast,Lower,Right,Shake.tear,Meat.bone,Laser.design,N,N,,21.285,16.022,14.904,21.818,14.124,14.56,14.342,12.525,1.097777735,0,0,0,0,16800
AM,AM39949,Caniform,Canidae,Canis.latrans,Tahlia,Cast,Lower,Right,Shake.tear,Meat,Laser.design,Y,Y,,20.6,15.981,15.392,21.02,15.215,15.509,15.36202174,13.968,1.145134226,28.25122183,33.7501673,5.809489418,5.54,13406.3
AM,AM39949,Caniform,Canidae,Canis.latrans,Tahlia,Cast,Upper,Left,Shake.tear,Meat,Laser.design,Y,Y,,20.237,14.026,16.069,21.676,15.374,14.984,15.179,17.88,1.252367514,34.55585808,38.9376017,6.240000136,5.57,13406.3
MV,NMVC31314,Caniform,Canidae,Canis.latrans,Anastasia,Natural,Lower,Right,Shake.tear,Meat,Laser.design,Y,Y,,22.495,15.835,15.105,20.878,16.283,16.045,16.16410178,12.812,1.10761693,25.76306582,27.5230952,5.24624582,5.28,13406.3
MV,NMVC31314,Caniform,Canidae,Canis.latrans,Anastasia,Natural,Upper,Right,Shake.tear,Meat,Laser.design,Y,Y,,20.258,13.77,15.517,21.328,15.889,15.731,15.81,15.491,1.190079454,29.92786973,29.7276787,5.452309483,5.11,13406.3
MV,NMVC32234,Caniform,Canidae,Canis.latrans,Anastasia,Natural,Lower,Left,Shake.tear,Meat,Laser.design,Y,N,,23.033,12.175,12.79,20.643,14.09,14.537,14.31302749,13.689,1.136371723,26.71612865,25.9289201,5.092044786,5.07,13406.3
MV,NMVR3033,Caniform,Canidae,Canis.mesomelas,Anastasia,Natural,Lower,Right,Shake.tear,Meat,Laser.design,Y,Y,,20.696,14.208,14.205,21.478,15.356,16.103,15.72910423,13.366,1.126001457,26.30414731,26.5254087,5.15028239,5.09,8500
MV,NMVR3033,Caniform,Canidae,Canis.mesomelas,Anastasia,Natural,Upper,Right,Shake.tear,Meat,Laser.design,Y,Y,,19.524,15.016,16.657,21.706,14.713,14.528,14.62,16.932,1.22870826,31.92559999,28.5047152,5.338980727,4.81,8500
NMNH,NMNH182317,Feliform,Felidae,Caracal.caracal,Tahlia,Cast,Upper,Left,Nape.throat,Meat,Laser.design,Y,N,,22.842,14.179,15.186,21.902,15.73,15.405,15.567,10.976,1.040444098,22.01629405,20.3515032,4.511264036,4.29,13749.9
NMNH,NMNH470164,Feliform,Felidae,Caracal.caracal,Tahlia,Cast,Upper,Left,Nape.throat,Meat,Laser.design,Y,N,,20.133,13.067,14.783,19.116,16.135,14.75,15.442,12.119,1.083466785,24.20821178,24.3117015,4.930689759,4.66,13749.9
Smithsonian,NMNH378704,Feliform,Viverridae,Civettictis.civetta,Tahlia,Cast,Lower,Left,Shake.toss,Generalist,Laser.design,N,N,,20.427,13.85,19.244,19.244,17.413,16.721,17.067,8.541,0.931508722,0,0,0,0,12000
Smithsonian,NMNH381464,Feliform,Viverridae,Civettictis.civetta,Tahlia,Cast,Upper,Left,Shake.toss,Generalist,Laser.design,Y,N,,20.652,15.758,19.219,24.304,14.952,15.81,15.381,11.722,1.069001717,23.24455959,21.9573474,4.685866771,4.58,12000
AMNH,AMNH5130,Caniform,Mephitidae,Conepatus.leuconotus,Tahlia,Cast,Upper,Right,Invert.feeder,Invert.terrestrial,Laser.design,Y,N,,21.648,16.097,17.505,21.761,16.34,15.203,15.772,6.976,0.843606472,14.67434026,10.5745817,3.251858192,3.21,3500
AMNH,AMNH5883,Caniform,Mephitidae,Conepatus.leuconotus,Tahlia,Cast,Upper,Right,Invert.feeder,Invert.terrestrial,Laser.design,Y,N,Bit.weirdly.shaped,16.42,18.329,21.441,21.15,14.618,17.481,16.05,7.307,0.863739107,15.02461601,11.4829799,3.388654586,3.54,3500
AMNH,AMNH70341,Caniform,Mephitidae,Conepatus.leuconotus,Tahlia,Cast,Lower,Left,Invert.feeder,Invert.terrestrial,Laser.design,Y,N,,18.759,18.129,22.327,20.078,16.101,16.155,16.128,5.461,0.737272177,12.02466924,8.51677641,2.91835166,2.93,3500
NMNH,NMNH252774,Feliform,Hyaenidae,Crocuta.crocuta,Tahlia,Cast,Lower,Right,Tear,Carrion.bone,Laser.design,Y,Y,,20.771,12.46,14.202,21.532,13.38,13.487,13.433,18.816,1.274527304,39.70138413,81.6356681,9.035245879,9.45,62999.9
NMNH,NMNH252774,Feliform,Hyaenidae,Crocuta.crocuta,Tahlia,Cast,Upper,Left,Tear,Carrion.bone,Laser.design,Y,Y,,20.342,13.375,11.675,22.658,15.461,14.498,14.979,23.452,1.370179886,47.49702319,98.8440064,9.942032307,10.19,62999.9
MV,NMVC31515,Marsupial,Dasyuridae,Dasyurus.geoffroii,Anastasia,Natural,Lower,Right,Head.bite,Generalist,Laser.design,Y,Y,,20.531,15.736,23.111,20.396,14.998,14.721,14.859,4.068,0.609380944,8.491693219,3.63623674,1.906891906,1.9,1100
MV,NMVC31515,Marsupial,Dasyuridae,Dasyurus.geoffroii,Anastasia,Natural,Upper,Right,Head.bite,Generalist,Laser.design,Y,Y,,20.396,14.72,17.031,21.84,16.963,14.062,15.512,5.467,0.737749074,10.70463847,4.04734071,2.011800365,1.84,1100
Monash,MZRC4735,Marsupial,Dasyuridae,Dasyurus.hallucatus,Anastasia,Natural,Lower,Right,Head.bite,Generalist,Laser.design,Y,Y,,18.47,14.541,21.657,20.319,16.242,15.399,15.821,3.28,0.515873844,6.930578332,2.47977029,1.57472864,1.64,525
Monash,MZRC4735,Marsupial,Dasyuridae,Dasyurus.hallucatus,Anastasia,Natural,Upper,Right,Head.bite,Generalist,Laser.design,Y,Y,,19.829,13.431,22.261,22.021,17.588,16.994,17.291,3.92,0.593286067,7.939158313,2.39556645,1.547761755,1.48,525
Smithsonian,NMNH579572,Marsupial,Dasyuridae,Dasyurus.maculatus,Tahlia,Cast,Upper,Right,Nape.throat,Meat,Laser.design,N,N,Maybe.bit.worn.for.tip.sharpness,18.169,18.172,21.17,20.822,17.57,18.249,17.909,6.454,0.809828961,0,0,0,0,5500
Smithsonian,NMNH580083,Marsupial,Dasyuridae,Dasyurus.maculatus,Tahlia,Cast,Lower,Left,Nape.throat,Meat,Laser.design,Y,Y,,20.829,14.749,17.283,19.317,13.825,14.081,13.953,5.407,0.73295637,11.16841874,5.86536702,2.421851981,2.57,5500
Smithsonian,NMNH580083,Marsupial,Dasyuridae,Dasyurus.maculatus,Tahlia,Cast,Upper,Right,Nape.throat,Meat,Laser.design,Y,Y,,16.854,13.776,14.916,20.302,14.586,14.397,14.491,7.536,0.87714089,14.7981808,8.17880825,2.859861579,3.03,5500
MV,NMVC6118,Marsupial,Dasyuridae,Dasyurus.maculatus,Tahlia,Cast,Lower,Left,Nape.throat,Meat,Laser.design,N,N,Maybe.bit.worn.for.sharpness,22.225,17.69,22.909,20.377,15.798,18.361,17.08,4.977,0.696967641,0,0,0,0,5500
MV,NMVC6118,Marsupial,Dasyuridae,Dasyurus.maculatus,Tahlia,Cast,Upper,Left,Nape.throat,Meat,Laser.design,Y,N,,17.881,14.507,15.087,19.932,16.733,16.737,16.735,6.96,0.84260924,13.74900219,6.92451228,2.631446804,2.74,5500
MV,NMVC6138,Marsupial,Dasyuridae,Dasyurus.maculatus,Tahlia,Cast,Upper,Left,Nape.throat,Meat,Laser.design,N,N,Removed.from.sharpness.posterior.edge.too.worn,17.949,20.158,14.896,21.5,13.595,16.578,15.086,7.618,0.881840968,0,0,0,0,5500
Smithsonian,NMNH174602,Marsupial,Dasyuridae,Dasyurus.viverrinus,Tahlia,Cast,Upper,Left,Invert.feeder,Invert.terrestrial,Laser.design,Y,N,,17.241,15.022,17.881,22.081,17.169,16.019,16.594,5.365,0.729569726,10.57077568,3.89986395,1.97480732,2.1,1090
Smithsonian,NMNH121459,Marsupial,Didelphidae,Didelphis.albiventris,Tahlia,Cast,Upper,Right,Invert.feeder,Invert.terrestrial,Laser.design,Y,N,,18.081,13.257,20.86,21.8,17.732,16.11,16.921,4.149,0.617943435,8.803849812,3.9037525,1.975791614,1.87,904
Smithsonian,NMNH531160,Marsupial,Didelphidae,Didelphis.albiventris,Tahlia,Cast,Lower,Left,Invert.feeder,Invert.terrestrial,Laser.design,Y,Y,,18.123,17.557,22.132,22.124,14.74,14.234,14.487,3.241,0.510679031,7.198560349,3.11338055,1.764477416,1.74,904
Smithsonian,NMNH531160,Marsupial,Didelphidae,Didelphis.albiventris,Tahlia,Cast,Upper,Left,Invert.feeder,Invert.terrestrial,Laser.design,Y,Y,,18.927,14.952,19.183,21.587,16.587,16.215,16.401,5.002,0.699143687,10.09730885,4.4986479,2.121001627,2.02,904
Smithsonian,NMNH019547,Marsupial,Didelphidae,Didelphis.aurita,Tahlia,Cast,Upper,Left,Unknown,Generalist,Laser.design,N,N,Tip.repaired.badly,17.245,14.803,22.494,21.689,,,,9.837,0.992862671,0,0,0,0,1164
Smithsonian,NMNH503430,Marsupial,Didelphidae,Didelphis.marsupialis,Tahlia,Cast,Upper,Right,Unknown,Generalist,Laser.design,Y,N,,17.944,12.239,21.24,22.21,16.341,14.914,15.627,6.017,0.779380011,12.44883749,6.99578801,2.6449552,2.46,1091.2
Smithsonian,NMNH578961,Marsupial,Didelphidae,Didelphis.marsupialis,Tahlia,Cast,Lower,Left,Unknown,Generalist,Laser.design,Y,Y,,17.408,15.937,22.975,21.875,16.103,16.962,16.532,4.311,0.634578023,9.59985006,5.38248124,2.320017509,2.16,1091.2
Smithsonian,NMNH578961,Marsupial,Didelphidae,Didelphis.marsupialis,Tahlia,Cast,Upper,Right,Unknown,Generalist,Laser.design,Y,Y,,18.789,15.664,20.935,21.773,14.884,14.884,14.884,5.195,0.715585552,10.78772133,5.25784764,2.292999703,2.01,1091.2
NMNH,NMNH149726,Marsupial,Didelphidae,Didelphis.virginiana,Tahlia,Cast,Lower,Right,Unknown,Generalist,Laser.design,Y,Y,,19.432,19.105,22.522,21.268,16.052,16.341,16.197,5.317,0.72566666,11.19795249,6.40898813,2.53159794,2.53,2195.5
NMNH,NMNH149726,Marsupial,Didelphidae,Didelphis.virginiana,Tahlia,Cast,Upper,Left,Unknown,Generalist,Laser.design,Y,Y,,16.035,17.51,23.521,22.991,14.335,14.484,14.41,13.436,1.128269995,25.33140248,17.0087765,4.124169795,3.66,2195.5
Smithsonian,NMNH21960,Marsupial,Didelphidae,Didelphis.virginiana,Tahlia,Cast,Upper,Right,Unknown,Generalist,Laser.design,Y,N,Bit.worn.tip,18.237,14.59,23.964,21.977,13.815,14.903,14.359,11.704,1.068334313,22.04334209,13.568732,3.68357598,3.47,2195.5
Smithsonian,NMNH220186,Marsupial,Didelphidae,Didelphis.virginiana,Tahlia,Cast,Lower,Right,Unknown,Generalist,Laser.design,Y,Y,,18.483,18.362,21.982,21.444,16.995,16.696,16.845,5.392,0.731749884,11.28940855,6.09984943,2.469787325,2.44,2195.5
